;Unnamed: 0;AanestysId;Ryhma;Jaa;Ei;Tyhjia;Poissa;Yhteensa;Tyyppi;IstuntoVPVuosi;IstuntoPvm;AanestysMitatoity;KohtaKasittelyVaihe;AanestysValtiopaivaasia
15972;674398;37681;Kansallisen kokoomuksen eduskuntaryhmä;24;0;0;13;37;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15973;674399;37681;Sosialidemokraattinen eduskuntaryhmä;29;0;0;6;35;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15974;674400;37681;Vihreä eduskuntaryhmä;12;0;0;3;15;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15975;674401;37681;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15976;674402;37681;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15977;674403;37681;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15978;674404;37681;Hallitusryhmät;101;0;0;21;122;hallitusoppositio;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15979;674405;37681;Oppositioryhmät;55;9;0;13;77;hallitusoppositio;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 233/2016 vp
15990;674446;37683;Keskustan eduskuntaryhmä;43;0;0;6;49;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15991;674447;37683;Perussuomalaisten eduskuntaryhmä;34;0;0;2;36;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15992;674448;37683;Kansallisen kokoomuksen eduskuntaryhmä;24;0;0;13;37;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15993;674449;37683;Sosialidemokraattinen eduskuntaryhmä;0;29;0;6;35;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15994;674450;37683;Vihreä eduskuntaryhmä;0;12;0;3;15;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15995;674451;37683;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15996;674452;37683;Ruotsalainen eduskuntaryhmä;9;0;0;1;10;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15997;674453;37683;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
15998;674454;37683;Hallitusryhmät;101;0;0;21;122;hallitusoppositio;2016.0;2016-12-13 00:00:00;0.0;Toinen käsittely;HE 209/2016 vp
