;Unnamed: 0;AanestysId;Ryhma;Jaa;Ei;Tyhjia;Poissa;Yhteensa;Tyyppi;IstuntoVPVuosi;IstuntoPvm;AanestysMitatoity;KohtaKasittelyVaihe;AanestysValtiopaivaasia
82527;826967;43523;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82528;826968;43523;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82529;826969;43523;Perussuomalaisten eduskuntaryhmä;0;13;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82530;826970;43523;Vihreä eduskuntaryhmä;14;0;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82531;826971;43523;Vasemmistoliiton eduskuntaryhmä;11;0;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82532;826972;43523;Ruotsalainen eduskuntaryhmä;10;0;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82533;826973;43523;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82534;826974;43523;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82535;826975;43523;Tähtiliikkeen eduskuntaryhmä;0;1;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82536;826976;43523;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82537;826977;43523;Oppositioryhmät;73;14;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82551;827021;43525;Keskustan eduskuntaryhmä;47;0;0;1;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82552;827022;43525;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82553;827023;43525;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82554;827024;43525;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82555;827025;43525;Perussuomalaisten eduskuntaryhmä;13;0;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82556;827026;43525;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82557;827027;43525;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82558;827028;43525;Ruotsalainen eduskuntaryhmä;1;9;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82559;827029;43525;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82560;827030;43525;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82561;827031;43525;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82562;827032;43525;Hallitusryhmät;98;0;0;4;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82563;827033;43525;Oppositioryhmät;53;34;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82577;827077;43527;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82578;827078;43527;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82579;827079;43527;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82580;827080;43527;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82581;827081;43527;Perussuomalaisten eduskuntaryhmä;13;0;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82582;827082;43527;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82583;827083;43527;Vasemmistoliiton eduskuntaryhmä;1;9;0;2;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82584;827084;43527;Ruotsalainen eduskuntaryhmä;9;1;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82585;827085;43527;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82586;827086;43527;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82587;827087;43527;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82588;827088;43527;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82589;827089;43527;Oppositioryhmät;62;24;0;11;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82603;827133;43529;Keskustan eduskuntaryhmä;47;0;0;1;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82604;827134;43529;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82605;827135;43529;Sosialidemokraattinen eduskuntaryhmä;32;0;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82606;827136;43529;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82607;827137;43529;Perussuomalaisten eduskuntaryhmä;0;13;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82608;827138;43529;Vihreä eduskuntaryhmä;14;0;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82609;827139;43529;Vasemmistoliiton eduskuntaryhmä;11;0;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82610;827140;43529;Ruotsalainen eduskuntaryhmä;10;0;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82611;827141;43529;Kristillisdemokraattinen eduskuntaryhmä;3;2;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82612;827142;43529;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82613;827143;43529;Tähtiliikkeen eduskuntaryhmä;0;1;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82614;827144;43529;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82615;827145;43529;Oppositioryhmät;71;16;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 200/2018 vp
82629;827189;43531;Keskustan eduskuntaryhmä;47;0;0;1;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82630;827190;43531;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82631;827191;43531;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82632;827192;43531;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82633;827193;43531;Perussuomalaisten eduskuntaryhmä;0;13;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82634;827194;43531;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82635;827195;43531;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82636;827196;43531;Ruotsalainen eduskuntaryhmä;1;9;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82637;827197;43531;Kristillisdemokraattinen eduskuntaryhmä;4;1;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82638;827198;43531;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82639;827199;43531;Tähtiliikkeen eduskuntaryhmä;0;1;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82640;827200;43531;Hallitusryhmät;98;0;0;4;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82641;827201;43531;Oppositioryhmät;6;81;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82655;827245;43533;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82656;827246;43533;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82657;827247;43533;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82658;827248;43533;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82659;827249;43533;Perussuomalaisten eduskuntaryhmä;0;13;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82660;827250;43533;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82661;827251;43533;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82662;827252;43533;Ruotsalainen eduskuntaryhmä;1;8;0;1;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82663;827253;43533;Kristillisdemokraattinen eduskuntaryhmä;3;2;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82664;827254;43533;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82665;827255;43533;Tähtiliikkeen eduskuntaryhmä;0;1;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82666;827256;43533;Hallitusryhmät;96;0;0;6;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82667;827257;43533;Oppositioryhmät;5;81;0;11;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 305/2018 vp
82681;827301;43535;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82682;827302;43535;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82683;827303;43535;Sosialidemokraattinen eduskuntaryhmä;28;0;0;7;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82684;827304;43535;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82685;827305;43535;Perussuomalaisten eduskuntaryhmä;13;0;0;4;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82686;827306;43535;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82687;827307;43535;Vasemmistoliiton eduskuntaryhmä;0;9;0;3;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82688;827308;43535;Ruotsalainen eduskuntaryhmä;0;10;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82689;827309;43535;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82690;827310;43535;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82691;827311;43535;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82692;827312;43535;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82693;827313;43535;Oppositioryhmät;48;33;0;16;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82707;827357;43537;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82708;827358;43537;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82709;827359;43537;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82710;827360;43537;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82711;827361;43537;Perussuomalaisten eduskuntaryhmä;14;0;0;3;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82712;827362;43537;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82713;827363;43537;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82714;827364;43537;Ruotsalainen eduskuntaryhmä;0;9;0;1;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82715;827365;43537;Kristillisdemokraattinen eduskuntaryhmä;2;3;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82716;827366;43537;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82717;827367;43537;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82718;827368;43537;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82719;827369;43537;Oppositioryhmät;18;69;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 273/2018 vp
82733;827413;43539;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82734;827414;43539;Kansallisen kokoomuksen eduskuntaryhmä;35;0;0;2;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82735;827415;43539;Sosialidemokraattinen eduskuntaryhmä;0;31;0;4;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82736;827416;43539;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82737;827417;43539;Perussuomalaisten eduskuntaryhmä;13;1;0;3;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82738;827418;43539;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82739;827419;43539;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82740;827420;43539;Ruotsalainen eduskuntaryhmä;10;0;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82741;827421;43539;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82742;827422;43539;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82743;827423;43539;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82744;827424;43539;Hallitusryhmät;96;0;0;6;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82745;827425;43539;Oppositioryhmät;30;57;0;10;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely, ainoa käsittely;HE 279/2018 vp
82759;827469;43541;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82760;827470;43541;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82761;827471;43541;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82762;827472;43541;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82763;827473;43541;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82764;827474;43541;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82765;827475;43541;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82766;827476;43541;Ruotsalainen eduskuntaryhmä;10;0;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82767;827477;43541;Kristillisdemokraattinen eduskuntaryhmä;4;1;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82768;827478;43541;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82769;827479;43541;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82770;827480;43541;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82771;827481;43541;Oppositioryhmät;16;72;0;9;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82785;827525;43543;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82786;827526;43543;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82787;827527;43543;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82788;827528;43543;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82789;827529;43543;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82790;827530;43543;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82791;827531;43543;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82792;827532;43543;Ruotsalainen eduskuntaryhmä;10;0;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82793;827533;43543;Kristillisdemokraattinen eduskuntaryhmä;5;0;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82794;827534;43543;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82795;827535;43543;Tähtiliikkeen eduskuntaryhmä;1;0;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82796;827536;43543;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82797;827537;43543;Oppositioryhmät;17;71;0;9;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82811;827581;43545;Keskustan eduskuntaryhmä;46;0;0;2;48;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82812;827582;43545;Kansallisen kokoomuksen eduskuntaryhmä;36;0;0;1;37;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82813;827583;43545;Sosialidemokraattinen eduskuntaryhmä;0;32;0;3;35;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82814;827584;43545;Sininen eduskuntaryhmä;15;0;0;2;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82815;827585;43545;Perussuomalaisten eduskuntaryhmä;0;14;0;3;17;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82816;827586;43545;Vihreä eduskuntaryhmä;0;14;0;1;15;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82817;827587;43545;Vasemmistoliiton eduskuntaryhmä;0;11;0;1;12;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82818;827588;43545;Ruotsalainen eduskuntaryhmä;1;9;0;0;10;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82819;827589;43545;Kristillisdemokraattinen eduskuntaryhmä;3;2;0;0;5;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82820;827590;43545;Liike Nyt -eduskuntaryhmä;1;0;0;1;2;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82821;827591;43545;Tähtiliikkeen eduskuntaryhmä;0;1;0;0;1;eduskuntaryhma;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82822;827592;43545;Hallitusryhmät;97;0;0;5;102;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
82823;827593;43545;Oppositioryhmät;5;83;0;9;97;hallitusoppositio;2018.0;2019-02-26 22:00:00;0.0;Toinen käsittely;HE 304/2018 vp
